H-ID,type_id,URI,digitization_of H-ID,IIIF,ARK
45061,126,https://gallica.bnf.fr/ark:/12148/btv1b52518159w,[45047],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52518159w/manifest.json,ark:/12148/btv1b52518159w
46308,126,https://dlib.gnm.de/item/Hs18423/1,[46306],,
46350,126,http://hdl.handle.net/1887.1/item:1606657,[46346],https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A1606657/manifest,
46358,126,https://opac.kbr.be/LIBRARY/doc/SYRACUSE/15937847,[46354],,
46400,126,https://archieven.stadsarchief.breda.nl/detail.php?nav_id=0-1&id=2134430&index=0&volgnummer=1&thumb_page=0,[46398],,
46420,126,http://diglib.hab.de/mss/87-4-aug-2f/start.htm,[45214],,
46425,126,https://arca.irht.cnrs.fr/ark:/63955/r8qd0wfpqllt,[46426],https://api.irht.cnrs.fr/ark:/63955/f02i4yq0bqc6/manifest.json,
46432,126,https://gallica.bnf.fr/ark:/12148/btv1b6000093b,[46430],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000093b/manifest.json,
46439,126,https://arca.irht.cnrs.fr/ark:/63955/r1caulvrij9b,[45398],https://api.irht.cnrs.fr/ark:/63955/fbxnqpmavxoy/manifest.json,ark:/63955/md386h44167c
46440,126,https://arca.irht.cnrs.fr/ark:/63955/md61rf560k98,[45825],https://api.irht.cnrs.fr/ark:/63955/f1u1c2qzz36r/manifest.json,ark:/63955/rd7d9ybjq0d6
46441,126,https://arca.irht.cnrs.fr/ark:/63955/md96k0698t4m,[45305],,ark:/63955/rtqiqlw9m7ri
46442,126,https://arca.irht.cnrs.fr/ark:/63955/md51hh63tb9p,[45301],,ark:/63955/rn0dzi8cyn1p
46443,126,https://arca.irht.cnrs.fr/ark:/63955/md44pk02cp9r,[45535],,ark:/63955/r8mw2xyz4nsn
46444,126,https://arca.irht.cnrs.fr/ark:/63955/md05fb494b8r,[45092],https://api.irht.cnrs.fr/ark:/63955/fm1qf2sogniy/manifest.json,ark:/63955/raca5mt8i4yl
46445,126,https://arca.irht.cnrs.fr/ark:/63955/md311n79h92f,[45096],https://api.irht.cnrs.fr/ark:/63955/f4k8n4c0uiol/manifest.json,ark:/63955/rp3c6birql9s
46446,126,https://arca.irht.cnrs.fr/ark:/63955/md29b5644w8v,[45097],https://api.irht.cnrs.fr/ark:/63955/fjl7tzxusdbq/manifest.json,ark:/63955/rbqvqsdpow05
46447,126,https://arca.irht.cnrs.fr/ark:/63955/md64gm80j238,[45241],,ark:/63955/rwxfrp22i9e7
46448,126,https://arca.irht.cnrs.fr/ark:/63955/md3976539k0f,[45090],https://api.irht.cnrs.fr/ark:/63955/f5lvl6ustz08/manifest.json,ark:/63955/r5np02xa597h
46449,126,https://arca.irht.cnrs.fr/ark:/63955/md236108xk76,[45802],,ark:/63955/r3ky7jcpx7v3
46450,126,https://arca.irht.cnrs.fr/ark:/63955/md236108vq2f,[45533],,ark:/63955/rre07z2qo40s
46451,126,https://arca.irht.cnrs.fr/ark:/63955/md11kh04f81h,[45675],,ark:/63955/r232xo92f33j
46452,126,https://arca.irht.cnrs.fr/ark:/63955/md7634851v8k,[45406],https://api.irht.cnrs.fr/ark:/63955/fdnija8ex78p/manifest.json,ark:/63955/r5etunati8xk
46453,126,https://arca.irht.cnrs.fr/ark:/63955/md246q18666r,[45180],https://api.irht.cnrs.fr/ark:/63955/feltxw079qwq/manifest.json,ark:/63955/rwn55txxx5z8
46454,126,https://arca.irht.cnrs.fr/ark:/63955/md16c247dw2t,[45245],https://api.irht.cnrs.fr/ark:/63955/fvmpo5o6wwg5/manifest.json,ark:/63955/rfw6lj26pntc
46456,126,https://arca.irht.cnrs.fr/ark:/63955/md96k069bh58,[45334],https://api.irht.cnrs.fr/ark:/63955/ft2hqvix1ana/manifest.json,ark:/63955/rbmtpsxgfsap
46458,126,https://arca.irht.cnrs.fr/ark:/63955/md02c821jz93,[46130],https://api.irht.cnrs.fr/ark:/63955/fnp2wafykgpj/manifest.json,ark:/63955/rzg5zmh9ie61
46459,126,https://arca.irht.cnrs.fr/ark:/63955/md19s1786m3w,[45318],https://api.irht.cnrs.fr/ark:/63955/fdxq2pig2p1i/manifest.json,ark:/63955/r7icbu7sbz40
46460,126,https://arca.irht.cnrs.fr/ark:/63955/md225999nj13,[45297],,ark:/63955/rcfx0auqbgta
46461,126,https://arca.irht.cnrs.fr/ark:/63955/md95w6634n3v,[45262],,ark:/63955/rd4lsoyz6ilb
46464,126,https://arca.irht.cnrs.fr/ark:/63955/md09w0892c9t,[45081],https://api.irht.cnrs.fr/ark:/63955/fwvkx5ah7jgx/manifest.json,ark:/63955/realu7144mqs
46465,126,https://arca.irht.cnrs.fr/ark:/63955/md0000000265,[45239],,ark:/63955/reynm7galdbl
46466,126,https://arca.irht.cnrs.fr/ark:/63955/md300z708z8g,[45315],https://api.irht.cnrs.fr/ark:/63955/fr1dgmfio4zw/manifest.json,ark:/63955/rg0v4s861jeq
46467,126,https://arca.irht.cnrs.fr/ark:/63955/md27zk51vz58,[45230],https://api.irht.cnrs.fr/ark:/63955/fmnhmg9ac3d1/manifest.json,ark:/63955/recsz5itptcn
46468,126,https://arca.irht.cnrs.fr/ark:/63955/md892801q151,[45397],https://api.irht.cnrs.fr/ark:/63955/fbnt5nlifrfp/manifest.json,ark:/63955/ryyottflfhpf
46469,126,https://arca.irht.cnrs.fr/ark:/63955/md86nz808648,[45307],,ark:/63955/r8rjmgslqm8v
46470,126,https://arca.irht.cnrs.fr/ark:/63955/md268336h32b,[45270],https://api.irht.cnrs.fr/ark:/63955/fsvzptwicviq/manifest.json,ark:/63955/rrk4apjsuacs
46472,126,https://arca.irht.cnrs.fr/ark:/63955/md741r66jh8d,[45539],,ark:/63955/r0w97ptb2x7o
46473,126,https://arca.irht.cnrs.fr/ark:/63955/md30bv73cd38,[45399],https://api.irht.cnrs.fr/ark:/63955/fyze81p70u45/manifest.json,ark:/63955/rpbirqm2v94w
46474,126,https://arca.irht.cnrs.fr/ark:/63955/md763484zr8d,[45095],https://api.irht.cnrs.fr/ark:/63955/fofe7a9l4mkv/manifest.json,ark:/63955/rmy52703xz1n
46475,126,https://arca.irht.cnrs.fr/ark:/63955/md58pc289p0f,[46157],https://api.irht.cnrs.fr/ark:/63955/fh1zl64n4gdz/manifest.json,ark:/63955/rpwew5ytjt8w
46476,126,https://arca.irht.cnrs.fr/ark:/63955/md73pv63g408,[46125],,ark:/63955/r0sme861cqkg
46477,126,https://arca.irht.cnrs.fr/ark:/63955/md9673666g7t,[45179],,ark:/63955/r78cpr2lwz6g
46478,126,https://arca.irht.cnrs.fr/ark:/63955/md268336kj4q,[45088],https://api.irht.cnrs.fr/ark:/63955/f235y38rcfgp/manifest.json,ark:/63955/rbd8iiiukd34
46479,126,https://arca.irht.cnrs.fr/ark:/63955/md655d86p718,[45094],https://api.irht.cnrs.fr/ark:/63955/fezrhsbzwb1y/manifest.json,ark:/63955/rid093ogewps
46480,126,https://arca.irht.cnrs.fr/ark:/63955/md171v53k18q,[45091],,ark:/63955/r14y59jdg1r4
46481,126,https://arca.irht.cnrs.fr/ark:/63955/md38w950539k,[45240],,ark:/63955/rw0qmq50tbyi
46491,126,https://arca.irht.cnrs.fr/ark:/63955/md66j0990g7r,[45416],https://api.irht.cnrs.fr/ark:/63955/f2sef3yqcnf6/manifest.json,ark:/63955/rs4iyh8ic844
46492,126,https://arca.irht.cnrs.fr/ark:/63955/md11xd07gr9f,[45317],https://api.irht.cnrs.fr/ark:/63955/ffht38nixxse/manifest.json,ark:/63955/rurd5dkrwudh
46493,126,https://arca.irht.cnrs.fr/ark:/63955/md67wm11b33n,[45304],https://api.irht.cnrs.fr/ark:/63955/fudxtafxgrik/manifest.json,ark:/63955/rh4clkxcz1g8
46495,126,https://arca.irht.cnrs.fr/ark:/63955/md386h44167c,[45398],https://api.irht.cnrs.fr/ark:/63955/fbxnqpmavxoy/manifest.json,ark:/63955/r1caulvrij9b
46496,126,https://arca.irht.cnrs.fr/ark:/63955/md935138jx27,[45405],https://api.irht.cnrs.fr/ark:/63955/fge0ms9tgbfd/manifest.json,ark:/63955/rly4hqh494pw
46505,126,https://gallica.bnf.fr/ark:/12148/btv1b525104185,[45661],https://gallica.bnf.fr/iiif/ark:/12148/btv1b525104185/manifest.json,ark:/12148/btv1b525104185
46506,126,https://gallica.bnf.fr/ark:/12148/btv1b8550858n,[45785],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8550858n/manifest.json,ark:/12148/btv1b8550858n
46507,126,https://gallica.bnf.fr/ark:/12148/btv1b8527593d,[45786],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8527593d/manifest.json,ark:/12148/btv1b8527593d
46508,126,https://gallica.bnf.fr/ark:/12148/btv1b85275920,[45787],https://gallica.bnf.fr/iiif/ark:/12148/btv1b85275920/manifest.json,ark:/12148/btv1b85275920
46509,126,https://gallica.bnf.fr/ark:/12148/btv1b6000616m,[45788],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000616m/manifest.json,ark:/12148/btv1b6000616m
46510,126,https://gallica.bnf.fr/ark:/12148/btv1b10545223x,[45789],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10545223x/manifest.json,ark:/12148/btv1b10545223x
46511,126,https://gallica.bnf.fr/ark:/12148/btv1b90096502,[45790],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90096502/manifest.json,ark:/12148/btv1b90096502
46512,126,https://gallica.bnf.fr/ark:/12148/btv1b9059134m,[45792],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059134m/manifest.json,ark:/12148/btv1b9059134m
46513,126,https://gallica.bnf.fr/ark:/12148/btv1b9059530b,[45793],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059530b/manifest.json,ark:/12148/btv1b9059530b
46514,126,https://gallica.bnf.fr/ark:/12148/btv1b8454670d,[45794],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8454670d/manifest.json,ark:/12148/btv1b8454670d
46515,126,https://gallica.bnf.fr/ark:/12148/btv1b84478715,[45795],https://gallica.bnf.fr/iiif/ark:/12148/btv1b84478715/manifest.json,ark:/12148/btv1b84478715
46516,126,https://gallica.bnf.fr/ark:/12148/btv1b55003999w,[45662],https://gallica.bnf.fr/iiif/ark:/12148/btv1b55003999w/manifest.json,ark:/12148/btv1b55003999w
46517,126,https://gallica.bnf.fr/ark:/12148/btv1b10510339r,[45796],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10510339r/manifest.json,ark:/12148/btv1b10510339r
46518,126,https://gallica.bnf.fr/ark:/12148/btv1b8514422s,[45797],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8514422s/manifest.json,ark:/12148/btv1b8514422s
46519,126,https://gallica.bnf.fr/ark:/12148/btv1b84584343,[45798],https://gallica.bnf.fr/iiif/ark:/12148/btv1b84584343/manifest.json,ark:/12148/btv1b84584343
46520,126,https://gallica.bnf.fr/ark:/12148/btv1b10537237h,[45799],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10537237h/manifest.json,ark:/12148/btv1b10537237h
46521,126,https://gallica.bnf.fr/ark:/12148/btv1b9058313t,[45800],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058313t/manifest.json,ark:/12148/btv1b9058313t
46522,126,https://gallica.bnf.fr/ark:/12148/btv1b90637202,[45801],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90637202/manifest.json,ark:/12148/btv1b90637202
46523,126,https://gallica.bnf.fr/ark:/12148/btv1b90580821,[45803],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90580821/manifest.json,ark:/12148/btv1b90580821
46524,126,https://gallica.bnf.fr/ark:/12148/btv1b9063185b,[45804],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9063185b/manifest.json,ark:/12148/btv1b9063185b
46525,126,https://gallica.bnf.fr/ark:/12148/btv1b9063751m,[45805],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9063751m/manifest.json,ark:/12148/btv1b9063751m
46526,126,https://gallica.bnf.fr/ark:/12148/btv1b60002590,[45806],https://gallica.bnf.fr/iiif/ark:/12148/btv1b60002590/manifest.json,ark:/12148/btv1b60002590
46527,126,https://gallica.bnf.fr/ark:/12148/btv1b55001676w,[45664],https://gallica.bnf.fr/iiif/ark:/12148/btv1b55001676w/manifest.json,ark:/12148/btv1b55001676w
46528,126,https://gallica.bnf.fr/ark:/12148/btv1b9058947p,[45807],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058947p/manifest.json,ark:/12148/btv1b9058947p
46529,126,https://gallica.bnf.fr/ark:/12148/btv1b53196526r,[45808],https://gallica.bnf.fr/iiif/ark:/12148/btv1b53196526r/manifest.json,ark:/12148/btv1b53196526r
46530,126,https://gallica.bnf.fr/ark:/12148/btv1b90635100,[45809],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90635100/manifest.json,ark:/12148/btv1b90635100
46531,126,https://gallica.bnf.fr/ark:/12148/btv1b9060848j,[45810],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9060848j/manifest.json,ark:/12148/btv1b9060848j
46532,126,https://gallica.bnf.fr/ark:/12148/btv1b107213177,[45811],https://gallica.bnf.fr/iiif/ark:/12148/btv1b107213177/manifest.json,ark:/12148/btv1b107213177
46533,126,https://gallica.bnf.fr/ark:/12148/btv1b10032778d,[45812],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10032778d/manifest.json,ark:/12148/btv1b10032778d
46534,126,https://gallica.bnf.fr/ark:/12148/btv1b90590845,[45814],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90590845/manifest.json,ark:/12148/btv1b90590845
46535,126,https://gallica.bnf.fr/ark:/12148/btv1b525128401,[45815],https://gallica.bnf.fr/iiif/ark:/12148/btv1b525128401/manifest.json,ark:/12148/btv1b525128401
46536,126,https://gallica.bnf.fr/ark:/12148/btv1b90598964,[45816],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90598964/manifest.json,ark:/12148/btv1b90598964
46537,126,https://gallica.bnf.fr/ark:/12148/btv1b9061692k,[45817],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9061692k/manifest.json,ark:/12148/btv1b9061692k
46538,126,https://gallica.bnf.fr/ark:/12148/btv1b7100331q,[45665],https://gallica.bnf.fr/iiif/ark:/12148/btv1b7100331q/manifest.json,ark:/12148/btv1b7100331q
46539,126,https://gallica.bnf.fr/ark:/12148/btv1b90591425,[45818],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90591425/manifest.json,ark:/12148/btv1b90591425
46540,126,https://gallica.bnf.fr/ark:/12148/btv1b107231677,[45819],https://gallica.bnf.fr/iiif/ark:/12148/btv1b107231677/manifest.json,ark:/12148/btv1b107231677
46541,126,https://gallica.bnf.fr/ark:/12148/btv1b10084206z,[45820],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10084206z/manifest.json,ark:/12148/btv1b10084206z
46542,126,https://gallica.bnf.fr/ark:/12148/btv1b9006877g,[45821],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9006877g/manifest.json,ark:/12148/btv1b9006877g
46543,126,https://gallica.bnf.fr/ark:/12148/btv1b90609640,[45822],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90609640/manifest.json,ark:/12148/btv1b90609640
46544,126,https://gallica.bnf.fr/ark:/12148/btv1b90615215,[45823],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90615215/manifest.json,ark:/12148/btv1b90615215
46545,126,https://gallica.bnf.fr/ark:/12148/btv1b9061107h,[45826],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9061107h/manifest.json,ark:/12148/btv1b9061107h
46546,126,https://gallica.bnf.fr/ark:/12148/btv1b105494321,[45827],https://gallica.bnf.fr/iiif/ark:/12148/btv1b105494321/manifest.json,ark:/12148/btv1b105494321
46547,126,https://gallica.bnf.fr/ark:/12148/btv1b9061633q,[45828],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9061633q/manifest.json,ark:/12148/btv1b9061633q
46548,126,https://gallica.bnf.fr/ark:/12148/btv1b90633050,[45829],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90633050/manifest.json,ark:/12148/btv1b90633050
46549,126,https://gallica.bnf.fr/ark:/12148/btv1b8426778v,[45666],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8426778v/manifest.json,ark:/12148/btv1b8426778v
46550,126,https://gallica.bnf.fr/ark:/12148/btv1b9060922n,[45830],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9060922n/manifest.json,ark:/12148/btv1b9060922n
46551,126,https://gallica.bnf.fr/ark:/12148/btv1b60003511,[45831],https://gallica.bnf.fr/iiif/ark:/12148/btv1b60003511/manifest.json,ark:/12148/btv1b60003511
46552,126,https://gallica.bnf.fr/ark:/12148/btv1b90580769,[45832],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90580769/manifest.json,ark:/12148/btv1b90580769
46553,126,https://gallica.bnf.fr/ark:/12148/btv1b90581119,[45833],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90581119/manifest.json,ark:/12148/btv1b90581119
46554,126,https://gallica.bnf.fr/ark:/12148/btv1b8468308j,[45834],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8468308j/manifest.json,ark:/12148/btv1b8468308j
46555,126,https://gallica.bnf.fr/ark:/12148/btv1b10509758f,[45835],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10509758f/manifest.json,ark:/12148/btv1b10509758f
46556,126,https://gallica.bnf.fr/ark:/12148/btv1b9058848r,[45837],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058848r/manifest.json,ark:/12148/btv1b9058848r
46557,126,https://gallica.bnf.fr/ark:/12148/btv1b6000803p,[45838],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000803p/manifest.json,ark:/12148/btv1b6000803p
46558,126,https://gallica.bnf.fr/ark:/12148/btv1b9058801b,[45839],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058801b/manifest.json,ark:/12148/btv1b9058801b
46559,126,https://gallica.bnf.fr/ark:/12148/btv1b9062000k,[45840],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9062000k/manifest.json,ark:/12148/btv1b9062000k
46560,126,https://gallica.bnf.fr/ark:/12148/btv1b55000507q,[45668],https://gallica.bnf.fr/iiif/ark:/12148/btv1b55000507q/manifest.json,ark:/12148/btv1b55000507q
46561,126,https://gallica.bnf.fr/ark:/12148/btv1b90600941,[45841],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90600941/manifest.json,ark:/12148/btv1b90600941
46562,126,https://gallica.bnf.fr/ark:/12148/btv1b9058093t,[45842],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058093t/manifest.json,ark:/12148/btv1b9058093t
46563,126,https://gallica.bnf.fr/ark:/12148/btv1b90073668,[45843],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90073668/manifest.json,ark:/12148/btv1b90073668
46564,126,https://gallica.bnf.fr/ark:/12148/btv1b9058846x,[45844],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058846x/manifest.json,ark:/12148/btv1b9058846x
46565,126,https://gallica.bnf.fr/ark:/12148/btv1b9059344p,[45845],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059344p/manifest.json,ark:/12148/btv1b9059344p
46566,126,https://gallica.bnf.fr/ark:/12148/btv1b9059081x,[45846],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059081x/manifest.json,ark:/12148/btv1b9059081x
46567,126,https://gallica.bnf.fr/ark:/12148/btv1b9058887v,[45848],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058887v/manifest.json,ark:/12148/btv1b9058887v
46568,126,https://gallica.bnf.fr/ark:/12148/btv1b90590400,[45849],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90590400/manifest.json,ark:/12148/btv1b90590400
46569,126,https://gallica.bnf.fr/ark:/12148/btv1b9058110w,[45850],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058110w/manifest.json,ark:/12148/btv1b9058110w
46570,126,https://gallica.bnf.fr/ark:/12148/btv1b105096493,[45851],https://gallica.bnf.fr/iiif/ark:/12148/btv1b105096493/manifest.json,ark:/12148/btv1b105096493
46571,126,https://gallica.bnf.fr/ark:/12148/btv1b550005011,[45670],https://gallica.bnf.fr/iiif/ark:/12148/btv1b550005011/manifest.json,ark:/12148/btv1b550005011
46572,126,https://gallica.bnf.fr/ark:/12148/btv1b10549433g,[45852],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10549433g/manifest.json,ark:/12148/btv1b10549433g
46573,126,https://gallica.bnf.fr/ark:/12148/btv1b9059827w,[45853],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059827w/manifest.json,ark:/12148/btv1b9059827w
46574,126,https://gallica.bnf.fr/ark:/12148/btv1b90096717,[45854],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90096717/manifest.json,ark:/12148/btv1b90096717
46575,126,https://gallica.bnf.fr/ark:/12148/btv1b9009541r,[45855],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9009541r/manifest.json,ark:/12148/btv1b9009541r
46576,126,https://gallica.bnf.fr/ark:/12148/btv1b52503704t,[45856],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52503704t/manifest.json,ark:/12148/btv1b52503704t
46577,126,https://gallica.bnf.fr/ark:/12148/btv1b9059584w,[45857],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059584w/manifest.json,ark:/12148/btv1b9059584w
46578,126,https://gallica.bnf.fr/ark:/12148/btv1b10029507d,[45859],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10029507d/manifest.json,ark:/12148/btv1b10029507d
46579,126,https://gallica.bnf.fr/ark:/12148/btv1b90616930,[45860],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90616930/manifest.json,ark:/12148/btv1b90616930
46580,126,https://gallica.bnf.fr/ark:/12148/btv1b90588940,[45861],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90588940/manifest.json,ark:/12148/btv1b90588940
46581,126,https://gallica.bnf.fr/ark:/12148/btv1b52513251z,[45862],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52513251z/manifest.json,ark:/12148/btv1b52513251z
46582,126,https://gallica.bnf.fr/ark:/12148/btv1b7100011x,[45671],https://gallica.bnf.fr/iiif/ark:/12148/btv1b7100011x/manifest.json,ark:/12148/btv1b7100011x
46583,126,https://gallica.bnf.fr/ark:/12148/btv1b52511599n,[45863],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52511599n/manifest.json,ark:/12148/btv1b52511599n
46584,126,https://gallica.bnf.fr/ark:/12148/btv1b532472022,[45864],https://gallica.bnf.fr/iiif/ark:/12148/btv1b532472022/manifest.json,ark:/12148/btv1b532472022
46585,126,https://gallica.bnf.fr/ark:/12148/btv1b8490062n,[45865],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8490062n/manifest.json,ark:/12148/btv1b8490062n
46586,126,https://gallica.bnf.fr/ark:/12148/btv1b90069238,[45866],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90069238/manifest.json,ark:/12148/btv1b90069238
46587,126,https://gallica.bnf.fr/ark:/12148/btv1b9058847b,[45867],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058847b/manifest.json,ark:/12148/btv1b9058847b
46588,126,https://gallica.bnf.fr/ark:/12148/btv1b60005205,[45868],https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005205/manifest.json,ark:/12148/btv1b60005205
46589,126,https://gallica.bnf.fr/ark:/12148/btv1b90589112,[45870],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90589112/manifest.json,ark:/12148/btv1b90589112
46590,126,https://gallica.bnf.fr/ark:/12148/btv1b10720646t,[45871],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10720646t/manifest.json,ark:/12148/btv1b10720646t
46591,126,https://gallica.bnf.fr/ark:/12148/btv1b9059067n,[45872],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059067n/manifest.json,ark:/12148/btv1b9059067n
46592,126,https://gallica.bnf.fr/ark:/12148/btv1b6000415h,[45874],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000415h/manifest.json,ark:/12148/btv1b6000415h
46593,126,https://gallica.bnf.fr/ark:/12148/btv1b52503009d,[45674],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52503009d/manifest.json,ark:/12148/btv1b52503009d
46594,126,https://gallica.bnf.fr/ark:/12148/btv1b9058278t,[45876],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058278t/manifest.json,ark:/12148/btv1b9058278t
46595,126,https://gallica.bnf.fr/ark:/12148/btv1b60005272,[45877],https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005272/manifest.json,ark:/12148/btv1b60005272
46596,126,https://gallica.bnf.fr/ark:/12148/btv1b104650798,"[45878, 47602]",https://gallica.bnf.fr/iiif/ark:/12148/btv1b104650798/manifest.json,ark:/12148/btv1b104650798
46597,126,https://gallica.bnf.fr/ark:/12148/btv1b84478730,[45879],https://gallica.bnf.fr/iiif/ark:/12148/btv1b84478730/manifest.json,ark:/12148/btv1b84478730
46598,126,https://gallica.bnf.fr/ark:/12148/btv1b90632292,[45881],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90632292/manifest.json,ark:/12148/btv1b90632292
46599,126,https://gallica.bnf.fr/ark:/12148/btv1b10533299h,[45882],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10533299h/manifest.json,ark:/12148/btv1b10533299h
46600,126,https://gallica.bnf.fr/ark:/12148/btv1b6000108b,[45884],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000108b/manifest.json,ark:/12148/btv1b6000108b
46601,126,https://gallica.bnf.fr/ark:/12148/btv1b9058942m,[45886],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058942m/manifest.json,ark:/12148/btv1b9058942m
46602,126,https://gallica.bnf.fr/ark:/12148/btv1b52505724b,[45887],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52505724b/manifest.json,ark:/12148/btv1b52505724b
46603,126,https://gallica.bnf.fr/ark:/12148/btv1b10525469d,[45888],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525469d/manifest.json,ark:/12148/btv1b10525469d
46604,126,https://gallica.bnf.fr/ark:/12148/btv1b52513074c,[45676],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52513074c/manifest.json,ark:/12148/btv1b52513074c
46605,126,https://gallica.bnf.fr/ark:/12148/btv1b60004128,[45889],https://gallica.bnf.fr/iiif/ark:/12148/btv1b60004128/manifest.json,ark:/12148/btv1b60004128
46606,126,https://gallica.bnf.fr/ark:/12148/btv1b10525823k,[45890],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525823k/manifest.json,ark:/12148/btv1b10525823k
46607,126,https://gallica.bnf.fr/ark:/12148/btv1b6000409s,[45892],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000409s/manifest.json,ark:/12148/btv1b6000409s
46608,126,https://gallica.bnf.fr/ark:/12148/btv1b9059656x,[45893],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059656x/manifest.json,ark:/12148/btv1b9059656x
46609,126,https://gallica.bnf.fr/ark:/12148/btv1b90071922,[45894],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90071922/manifest.json,ark:/12148/btv1b90071922
46610,126,https://gallica.bnf.fr/ark:/12148/btv1b9059660t,[45895],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059660t/manifest.json,ark:/12148/btv1b9059660t
46611,126,https://gallica.bnf.fr/ark:/12148/btv1b90599544,[45896],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90599544/manifest.json,ark:/12148/btv1b90599544
