H-ID,type_id,is_manifestation_of H-ID,observed_on_pages H-ID,last_observed_in_doc H-ID,is_unobserved,is_unobserved TRM-ID,claim_freetext,used_to_follow_fragment H-ID,used_to_follow_witness H-ID,preferred_siglum,alternative_sigla,status_witness,status_witness TRM-ID,status_notes,is_excerpt,is_excerpt TRM-ID,regional_writing_style H-ID,scripta_freetext,date_of_creation,date_of_creation_certainty,date_of_creation_certainty TRM-ID,date_of_creation_source,date_freetext,scribe H-ID,number_of_hands,scribe_note,place_of_creation H-ID,place_of_creation_source,described_by_source H-ID,described_at_URL,reference_notes,review_status,review_status TRM-ID,review_note
45040,105,,[45053],,No,9483,,,,A,[],complete,9545,1ra-159rb on Arsenal 2983,No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1280-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1300-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1280-01-01 00:00:00, 'estMaxDate': 1300-12-31 00:00:00}",,,Arlima provides date for ms (Fin du XIIe-début du XIIIe siècle),Fin du XIIe-début du XIIIe siècle,[],,,[],,[],"[https://data.biblissima.fr/w/Item:Q114644, https://arlima.net/no/7965]",,Open,9698,
46311,105,46303.0,[46313],,No,9483,,,,?,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,,,[],,,[],,[47038],[https://www.dbnl.org/tekst/klei021geta01_01/klei021geta01_01_0001.php],Add more references.,Action required,9697,Add other references. Correct preferred siglum.
46349,105,46337.0,[46356],,No,9483,,,,P6,[],defective,9546,,No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1391-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1391-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",,,Kalinke & Mitchell 1985,ca. 1400,[],,,[],,[],[],,Open,9698,
46361,105,46322.0,[46407],,No,9483,,,,H98,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,,,[],,,[],,[],[],,Action required,9697,Add references.
46364,105,46323.0,[47247],,No,9483,,,,H39,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein 1995, p. 15",XIV2,[],,,[],,[47483],[https://www.handschriftencensus.de/22382],,Action required,9697,Check
46368,105,46333.0,"[46376, 46373]",,No,9483,,,,H1 (Kienhorst),[],fragmentary,9544,,No,9483,46335.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1181-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1200-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1181-01-01 00:00:00, 'estMaxDate': 1200-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein 1995, p. 13","""< 1200""",[],,,[],,[],[],,Action required,9697,Add references
46395,105,46394.0,[46404],,No,9483,,,,A586,[],defective,9546,"""Efter bl. 20 findes en lakune. Ved sagaens slutning ere nogle ord udraderede."" (Kålund, Cat I, p. 748)",No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1401-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1500-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1401-01-01 00:00:00, 'estMaxDate': 1500-12-31 00:00:00}",,,,"Kålund, Cat: 15th cent.",[],,,[],,[],[],,Open,9698,
46402,105,46392.0,[46406],,No,9483,,,,H2,[],fragmentary,9544,,No,9483,46312.0,"Caers (2011), p. 230","{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15","""XIVm""",[],,,[],,[],[],,Action required,9697,Add ref
46410,105,46394.0,[46411],,No,9483,,,,A577,[],defective,9546,"Ender defekt „enn fanga stackurinn var"" ; efter bl. 72 og 74 findes lakuner. (Kålund, Cat, p. 739)",No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1476-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1500-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1476-01-01 00:00:00, 'estMaxDate': 1500-12-31 00:00:00}",,,,"15 årh. slutning (Kålund, I:739.)",[],,,[],,[],[],Kåliund Cat.,Open,9698,
47238,105,46323.0,[47242],,No,9483,,,,H40,[],fragmentary,9544,,No,9483,47240.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1366-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1366-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",' XIVd',[],,,[],,[47483],[https://www.handschriftencensus.de/22384],,Action required,9697,Check
47268,105,46323.0,[47269],,No,9483,,,,H41,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1366-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1366-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein 1995, p. 16.",'XIVd',[],,,[],,[47483],[https://www.handschriftencensus.de/21480],,Action required,9697,Check
47272,105,46323.0,[47273],,No,9483,,,,H42,[],fragmentary,9544,,No,9483,47240.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1366-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1435-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1366-01-01 00:00:00, 'estMaxDate': 1435-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein 1995, p. 16.",'XIV/XV',[],,,[],,[47483],[https://www.handschriftencensus.de/8947],,Action required,9697,Check
47276,105,46323.0,[47277],,No,9483,,,,H43,[],fragmentary,9544,,No,9483,47240.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1366-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1435-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1366-01-01 00:00:00, 'estMaxDate': 1435-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein 1995, p. 16.",'XIV/XV',[],,,[],,[47483],[https://www.handschriftencensus.de/21469],,Action required,9697,Check
47280,105,46323.0,[47281],,No,9483,,,,H44,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein 1995, p. 16.",'XIV2',[],,,[],,[47483],[https://www.handschriftencensus.de/22383],,Action required,9697,Check
47285,105,47283.0,[47286],,No,9483,,,,H78,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein 1995, p. 15.",'c.1350',[],,,[],,[],[],,Action required,9697,Check.
47289,105,47283.0,[47290],,No,9483,,,,H79,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1321-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1380-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1321-01-01 00:00:00, 'estMaxDate': 1380-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein 1995, p. 15.",'XIVm',[],,,[],,[],[],,Action required,9697,Check.
47337,105,47334.0,[47338],,No,9483,,,,H121,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1321-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1380-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1321-01-01 00:00:00, 'estMaxDate': 1380-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'XIVm'.,[],,,[],,[],[],,Action required,9697,Add ref.
47343,105,47341.0,[47344],,No,9483,,,,H29,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1315-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1315-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c. 1325'.,[],,,[],,[],[],,Action required,9697,Add ref.
47353,105,47349.0,[47354],,No,9483,,,,H32,[],fragmentary,9544,,No,9483,47357.0,"'Westmiddelnederlands, licht Oostvlaams getint.' Kienhorst (1988), p. 68.","{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1385-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1385-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'XIVm',[],,,[],,[47483],[],,Action required,9697,Check.
47375,105,47369.0,[47376],47370.0,No,9483,,,,Ltk. 195,[],complete,9545,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1326-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1326-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'<=1350'.,[],,,[],,[47483],[https://www.handschriftencensus.de/20258],,Action required,9697,Check.
47383,105,47369.0,[47384],47382.0,No,9483,,,,H49,[],fragmentary,9544,,No,9483,47357.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1376-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1400-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1376-01-01 00:00:00, 'estMaxDate': 1400-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'XIVd',[],,,[],,[47483],[https://www.handschriftencensus.de/20259],,Action required,9697,Check. Check part.
47388,105,47369.0,[47389],47387.0,No,9483,,,,H50,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'XIVb'.,[],,,[],,[],[https://www.handschriftencensus.de/11396],,Action required,9697,Check part.
47392,105,47369.0,[47393],47391.0,No,9483,,,,H51,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1326-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1326-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'≤ 1350'.,[],,,[],,[47483],[],,Action required,9697,URL?
47399,105,47369.0,[47400],47395.0,No,9483,,,,H51B,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1326-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1326-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'≤ 1350'.,[],,,[],,[],[],,Action required,9697,Check: three witnesses from same manuscripts. Where to put this info?
47403,105,47369.0,[47404],47401.0,No,9483,,,,H51C,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1326-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1326-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'≤ 1350'.,[],,,[],,[],[https://www.handschriftencensus.de/20261],,Action required,9697,Check: three witnesses same manuscript.
47406,105,47369.0,[47407],47405.0,No,9483,,,,H52,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1311-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1311-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c.1320-1325'.,[],,,[],,[],[https://www.handschriftencensus.de/13178],,Action required,9697,Check. ref.
47411,105,47369.0,[47412],47409.0,No,9483,,,,H53,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1391-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1391-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'c.1400'.,[],,,[],,[47483],[https://www.handschriftencensus.de/20256],,Action required,9697,Check.
47416,105,47369.0,[47417],47414.0,No,9483,,,,H54,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c.1325'.,[],,"This is the same scribe that wrote the Ferguut. See: Kienhorst (1988), p. 110.",[],,[],[https://www.handschriftencensus.de/20257],,Action required,9697,Add ref.
47420,105,47369.0,[47421],47419.0,Yes,9482,"Copy exists of a fragment, but the fragment itself is lost.",,,H55,[],lost,9758,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1101-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1500-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': NULL, 'estProfile': NULL, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1101-01-01 00:00:00, 'estMaxDate': 1500-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 17.",,[],,,[],,[],[https://www.handschriftencensus.de/20260],,Action required,9697,"Check, ghost."
47425,105,47369.0,[47426],47423.0,No,9483,,,,H56,[],fragmentary,9544,,No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'c. 1350'.,[],,,[],,[47483],[https://www.handschriftencensus.de/20255],,Action required,9697,Add location.
47429,105,46322.0,[47430],47428.0,No,9483,,,,H99,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'XIV2'.,[],,,[],,[],[],,Action required,9697,ref.
47433,105,46322.0,[47434],47432.0,Yes,9482,,,,H100,[],lost,9758,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1391-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1510-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1391-01-01 00:00:00, 'estMaxDate': 1510-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 17.",'XIV?'.,[],,,[],,[],[],,Action required,9697,"Check, ref."
47437,105,46322.0,[47438],47428.0,No,9483,,,,H101,[],fragmentary,9544,,No,9483,47240.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1466-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1510-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1466-01-01 00:00:00, 'estMaxDate': 1510-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 17.",'XVd'.,[],,,[],,[],[],,Action required,9697,Check.
47441,105,46322.0,[47442],47440.0,No,9483,,,,H102,[],fragmentary,9544,,No,9483,47357.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1291-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1510-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1291-01-01 00:00:00, 'estMaxDate': 1510-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'XIV/XV'.,[],,,[],,[],[],,Action required,9697,Add catalogue.
47445,105,47293.0,[47446],47444.0,No,9483,,,,H92A,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'≤ 1350'.,[],,,[],,[],[https://www.handschriftencensus.de/9436],,Action required,9697,Check.
47449,105,47293.0,[47450],47448.0,No,9483,,,,H92B,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'≤ 1350'.,[],,,[],,[],[https://www.handschriftencensus.de/9436],,Action required,9697,Ref.
47454,105,47293.0,[47455],47453.0,Yes,9482,Fragment lost in 1914.,,,H93,[],lost,9758,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1291-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1291-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 17.",'XIV'.,[],,,[],,[],[],,Action required,9697,Ref.
